tilltalsnamn,2014,2015,2016,2017,2018,2019
Amber,5,8,4,10,6,7
Amberlynn,0,0,0,0,2,0
Ambjörn,3,0,0,0,0,0
Ambra,0,0,2,0,0,2
Amea,0,0,2,0,0,0
Amed,0,0,0,0,0,6
Ameen,0,0,0,2,0,0
Ameena,0,0,0,0,0,0
Ameer,4,3,0,8,4,2
Amel,3,3,4,8,3,8
Amela,3,4,3,2,0,2
Ameli,2,0,0,0,0,0
Amelia,135,144,161,203,206,203
Amélia,0,0,0,0,0,0
Amelie,61,44,51,38,51,31
Amelié,0,0,0,0,0,0
Amélie,29,16,12,14,7,11
Amelija,0,3,2,3,5,0
Amelina,0,0,0,0,0,0
Ameline,0,0,0,0,0,0
Amelle,0,0,0,0,0,0
Amen,2,4,5,7,11,15
Amena,0,0,0,0,0,2
Amer,5,8,8,4,9,9
Ametist,0,0,0,0,0,0
Amez,0,0,0,0,0,2
Ami,2,2,4,2,0,0
Amian,0,0,0,2,0,0
Amie,7,3,12,4,10,12
Amiin,0,4,0,2,0,0
Amiina,0,0,0,0,2,4
Amiir,0,0,0,6,5,8
Amiira,4,7,8,9,9,4
Amika,0,0,0,0,0,0
Amil,3,0,2,0,0,4
Amila,5,5,3,3,3,0
Amilak,0,0,0,0,2,0
Amilia,22,15,14,20,15,12
Amilya,0,0,2,0,0,0
Amin,29,25,22,32,25,28
Amina,59,90,84,83,74,69
Aminadab,0,0,4,5,2,2
Aminah,2,6,5,5,2,8
Aminata,0,2,0,2,3,3
Aminda,0,0,0,0,0,0
Amine,4,3,7,4,4,6
Amir,84,94,101,128,145,140
Amir Abbas,0,0,0,0,0,0
Amir Ali,2,2,0,0,3,2
Amir Mahdi,0,0,0,0,2,0
Amir Taha,0,0,0,2,0,0
Amira,57,50,59,50,67,88
Amirah,0,0,4,10,3,4
Amirali,0,0,0,2,0,0
Amiro,0,0,2,0,0,0
Amitis,2,0,2,2,2,0
Amiya,0,0,2,0,0,0
Amiyah,0,0,0,2,0,0
Amjad,0,0,3,0,0,2
Ammaar,0,0,0,0,2,0
Ammal,0,0,2,0,0,0
Ammar,5,10,15,16,4,10
Ammara,0,0,0,0,0,0
Ammi,0,0,0,0,0,0
Ammie,0,3,2,2,3,4
Ammna,0,0,0,0,0,0
Ammy,0,0,0,0,0,0
Amna,9,10,13,9,10,8
Amnah,0,0,0,0,2,0
Amne,0,0,0,0,0,0
Amon,0,3,0,0,0,0
Amora,0,0,0,2,0,0
Amorina,0,0,0,0,0,0
Amos,10,5,9,9,7,6
Amr,4,2,2,3,2,6
Amra,3,0,3,7,4,2
Amran,8,4,3,0,2,4
Amreen,0,2,0,0,0,0
Amro,0,3,0,0,2,0
Amy,30,28,28,32,26,20
Amyar,0,0,0,0,0,0
An,0,0,0,0,0,0
Ana,8,5,11,8,9,3
Anaam,0,0,0,0,2,0
Anab,2,4,0,3,0,0
Anabel,0,0,0,0,0,0
Anabela,0,0,0,0,2,0
Anabell,2,0,0,0,0,0
Anabella,5,3,5,2,0,0
AnaBelle,10,9,2,5,4,5
Anabia,0,0,3,0,6,3
Anaëlle,0,0,0,0,0,0
Anahit,0,0,0,0,0,0
Anahita,0,0,0,0,0,0
Anais,0,3,0,0,0,2
Anaïs,5,0,4,0,3,3
Anaisha,0,0,0,0,0,0
Anakin,6,4,3,10,5,6
Anam,2,0,0,0,0,0
Ana-Maria,0,2,0,0,3,0
Anand,2,2,0,2,2,3
Ananda,0,0,0,0,0,0
Ananya,2,0,0,3,0,0
Anar,0,0,0,5,0,0
Anas,47,42,39,51,46,42
Anass,2,0,0,0,0,0
Anastacia,2,2,2,4,0,2
Anastasia,26,25,25,29,43,29
Anastasija,4,3,8,6,9,8
Anastasios,0,2,0,2,0,0
Anastasiya,0,0,0,0,0,0
Anastazja,2,0,3,0,5,4
Anatoli,0,0,0,0,0,0
Anay,0,0,2,0,0,0
Anaya,3,7,3,4,7,11
Anayah,3,2,0,2,0,2
Anays,0,0,0,0,2,0
Ancha,0,0,0,0,0,0
Ander,0,0,0,0,0,0
Anderias,0,0,0,0,0,0
Anders,11,6,3,7,4,11
Andesha,0,0,0,0,0,0
Andi,6,13,4,8,3,5
Andia,0,0,0,0,0,0
Andin,0,0,0,0,0,0
Andjela,0,4,5,2,0,0
Andjelija,0,0,0,0,2,0
Andjelina,0,3,0,0,2,0
Andor,0,2,0,2,0,0
Andora,0,0,3,0,0,0
András,0,2,0,0,0,0
Andraws,0,0,2,0,0,0
Andre,0,3,3,4,3,3
André,32,21,17,12,20,17
Andrea,32,31,39,32,29,27
Andréa,4,4,2,0,2,0
Andreas,40,30,27,24,19,34
Andréas,0,0,0,0,0,0
Andreé,0,0,0,0,0,0
Andrée,0,0,0,0,0,0
Andreea,3,0,0,0,4,0
Andrei,3,4,6,4,4,2
Andrej,11,4,7,13,10,14
Andreja,0,0,0,0,2,0
Andreo,0,0,2,0,0,0
Andres,0,0,0,2,0,0
Andrés,0,2,0,2,2,0
Andrew,3,4,3,9,6,8
Andrey,0,0,0,0,2,0
Andreya,0,2,0,0,0,0
Andri,0,0,0,0,2,0
Andria,0,0,0,0,0,0
Andriana,0,0,0,2,0,0
Andrias,0,0,0,0,0,0
Andrija,2,0,0,3,2,3
Andrijana,0,0,0,0,2,0
Andrina,0,0,0,0,0,0
Andrine,0,0,0,0,0,0
Andro,0,3,3,0,0,0
Andromeda,0,2,0,0,0,0
Androna,0,0,0,0,0,0
Anduena,0,0,0,0,0,0
Andy,9,9,8,7,6,9
Anea,2,3,2,2,0,0
Aneesha,0,2,0,0,0,0
Anel,2,3,3,0,3,0
Anela,0,2,2,2,0,0
Aneley,2,2,0,0,0,2
Anelia,0,0,0,0,0,0
Anella,0,0,3,0,0,0
Anes,6,8,3,3,3,4
Anesa,4,5,2,2,2,0
Anessa,2,3,0,2,0,0
Anette,0,0,0,0,0,0
Anfa,0,0,0,0,0,0
Anfaal,3,0,0,0,0,0
Anfal,0,0,0,0,0,0
Angel,3,7,6,8,4,4
Angela,19,20,14,8,10,20
Angeli,2,0,0,0,0,2
Angelia,0,0,0,0,0,0
Angelica,15,19,5,3,12,13
Angelice,0,0,0,0,0,0
Angelie,2,0,2,4,0,2
Angelika,5,2,5,2,0,0
Angeliki,0,0,0,0,0,0
Angelin,2,2,0,0,0,0
Angelina,65,73,57,45,49,39
Angeline,0,2,2,4,2,10
Angelinn,0,0,0,0,0,0
Angelique,0,0,0,0,0,0
Angélique,0,2,0,0,0,0
Angelo,27,29,20,30,25,20
Angelos,7,6,5,4,0,0
Angie,2,0,0,0,0,0
Angjelina,0,0,3,0,0,0
Angus,6,0,5,0,5,4
Anh,0,0,0,2,0,0
Anhar,0,0,2,2,0,0
Ani,0,0,0,2,0,0
Ania,0,5,5,0,3,0
Aniara,0,0,0,0,0,0
Anida,2,0,0,2,0,0
Aniela,0,2,0,2,0,2
Anik,5,0,2,2,0,4
Anika,3,0,0,4,3,2
Anil,0,0,2,4,0,0
Anila,0,2,0,2,0,0
Anima,0,0,0,0,0,0
Anina,0,0,0,2,0,3
Anine,2,3,3,0,3,2
Aniq,0,0,0,0,0,0
Anir,0,0,2,0,0,0
Anis,0,2,0,0,2,0
Anisa,12,13,9,20,19,9
Anisah,0,0,0,0,0,0
Anisha,3,0,0,0,0,0
Anisia,0,0,0,0,0,0
Anissa,0,0,0,0,2,0
Anita,8,5,8,10,12,5
Aniya,0,0,2,0,0,2
Aniyah,0,0,0,0,2,0
Anja,16,17,26,23,22,26
Anjali,0,0,2,0,0,0
Anjela,0,0,0,0,0,0
Anjelina,0,0,0,0,0,0
Anker,0,0,0,0,2,0
Ankido,0,0,0,2,0,0
Anmar,0,2,2,0,2,0
Anmol,0,0,0,0,0,0
Ann,0,3,3,2,0,4
Anna,121,125,109,104,86,85
Anna Bella,0,0,0,0,2,0
Anna Maria,3,3,2,0,0,0
Annabel,4,2,2,3,0,0
Annabell,0,6,4,2,5,0
Annabella,9,12,11,3,4,5
Anna-Bella,0,0,0,0,0,0
Annabelle,12,19,18,18,12,18
Anna-Belle,2,2,2,0,0,0
Anna-Cecilia,0,0,0,0,0,0
Annaclara,0,0,0,0,0,0
Anna-Clara,0,0,0,2,0,0
Anna-Greta,0,0,0,2,0,0
Anna-Karin,3,0,0,0,0,0
Anna-Klara,0,0,0,2,0,0
Anna-Lena,0,0,0,0,0,0
Anna-Li,0,0,0,0,0,0
Annalisa,2,0,3,2,0,2
Anna-Lisa,2,3,6,2,5,0
Annamaja,0,0,0,0,0,0
Anna-Maja,0,0,0,0,0,0
Annamaria,0,0,0,0,0,0
Anna-Maria,3,2,3,0,3,0
Anna-Märta,0,0,0,0,2,0
Annarella,0,0,0,0,0,0
Annas,4,2,0,3,0,0
Anna-Sofia,0,0,2,0,0,0
Anna-Stina,3,0,0,0,0,0
Anna-Vera,2,0,2,0,0,0
Anne,3,0,2,2,0,0
Annéa,0,0,0,0,0,0
Annebell,0,0,0,0,0,0
Anneli,0,2,3,6,4,5
Annelie,0,0,0,4,0,2
Ann-Elise,0,0,0,0,0,0
Anne-Marie,0,0,0,0,0,0
Annemo,0,0,0,0,0,0
Annes,0,2,0,0,0,0
Annette,0,0,0,0,0,0
Anni,11,6,7,12,7,3
Annia,2,0,0,0,0,0
Annica,0,0,0,0,0,0
Annie,96,111,90,70,69,55
Anniela,0,0,0,0,0,0
Annika,12,9,6,5,4,11
Ann-Lis,0,0,0,0,0,0
Ann-Marie,0,0,0,0,0,0
Ann-Sofie,0,0,0,0,2,0
Anny,6,5,4,5,4,8
Anoar,0,3,0,0,2,0
Anosha,0,2,0,0,0,0
Anouk,0,6,0,3,3,3
Anri,0,0,0,0,0,0
Ansal,0,2,0,0,0,2
Ansar,0,3,0,2,0,0
Ansel,0,0,0,0,0,0
Ansgar,2,6,0,0,3,2
Ante,9,8,7,3,3,2
Antero,0,0,0,0,0,2
Anthon,11,10,2,7,0,3
Anthoni,0,0,0,0,0,0
Anthonia,0,0,0,0,0,0
Anthony,28,30,24,28,20,25
Antigona,0,0,0,0,0,0
Antoine,3,0,3,3,0,2
Antoinette,0,0,0,0,0,0
Anton,450,425,292,237,213,212
Antonella,0,5,2,9,7,5
Antoni,12,12,15,11,15,19
Antonia,19,21,23,17,20,24
Antonie,0,0,2,0,0,0
Antonija,0,0,0,3,0,2
Antonina,0,0,4,2,0,8
Antonio,32,22,24,19,21,15
António,2,0,0,0,0,0
Antonios,4,4,3,0,3,0
Antonis,0,0,0,0,0,0
Antonius,4,0,2,0,0,2
Antony,7,3,4,3,3,4
Antwan,0,0,0,0,0,0
Anu,3,0,0,0,0,0
Anuar,3,4,4,2,3,5
Anujin,0,0,0,0,2,0
Anu-Ujin,0,0,2,0,0,0
Anwar,7,11,4,14,9,8
Anvi,0,0,0,0,2,0
Anvika,0,0,0,2,0,0
Anya,7,6,12,10,6,2
Anzal,0,7,3,8,4,8
Aos,0,0,2,2,0,0
Aous,0,0,0,9,7,13
Aows,0,0,0,0,0,0
Apollo,0,0,0,0,2,3
Apollonia,0,0,0,3,0,0
Apostolos,3,0,2,0,0,0
April,2,0,2,0,0,3
Aprilia,8,3,4,0,2,0
Aqeel,0,0,0,0,2,0
Aqsa,0,0,0,0,0,0
Ara,0,3,0,3,0,5
Arabella,0,0,2,0,0,0
Aracely,0,0,0,0,0,0
Arad,0,4,2,4,5,0
Arafad,0,0,0,2,0,0
Arafat,2,2,0,0,0,0
Aragon,2,0,0,0,0,0
Aragsan,0,0,5,0,0,2
Aram,11,17,19,14,28,28
Aramis,0,2,0,0,0,0
Aran,10,8,5,11,8,9
Ararat,2,0,0,0,0,0
Aras,7,15,14,15,16,9
Arash,3,0,3,2,0,2
Araz,0,0,3,3,2,0
Arbella,0,0,2,0,0,0
Arben,0,0,0,0,0,0
Arber,0,2,0,0,0,0
Arbër,0,0,0,0,0,0
Arbnor,0,0,0,0,0,0
Arbnora,0,0,0,0,0,0
Archer,2,0,0,0,0,0
Archibald,0,3,0,0,2,0
Archie,0,0,0,0,3,2
Arda,4,12,13,7,3,4
Ardi,2,0,2,2,2,0
Ardian,0,0,0,5,2,0
Ardiana,0,0,0,0,0,0
Ardijan,0,0,0,0,0,0
Ardil,3,0,0,0,0,0
Ardin,0,0,0,0,0,0
Ardit,0,2,3,0,0,0
Ardita,0,0,0,0,0,0
Arduan,0,0,0,2,0,0
Ardwan,0,0,0,0,0,0
Are,4,0,2,0,2,3
Areeb,0,0,2,0,0,0
Areeba,0,2,0,0,0,0
Areej,0,2,0,0,0,0
Areen,0,0,0,0,2,2
Areesha,0,0,0,0,0,0
Aref,0,0,0,0,2,0
Arel,0,0,3,0,2,2
Arela,0,2,0,0,0,0
Aren,3,0,3,4,6,2
Ares,0,2,3,6,0,9
Arez,0,0,0,0,3,3
Arezo,0,2,0,0,2,0
Arfa,0,0,0,0,0,0
Argjend,0,0,0,0,0,0
Arham,9,6,10,5,7,8
Ari,7,6,10,9,11,13
Aria,10,11,19,17,22,17
Ariadna,0,0,0,2,0,0
Ariadne,0,0,0,0,2,5
Ariam,2,6,5,7,10,8
Arian,14,21,35,29,39,40
Ariana,14,34,40,31,28,23
Arianit,0,0,0,3,0,0
Arianna,2,2,7,0,4,5
Arias,0,0,0,0,0,0
Arib,0,0,0,0,0,0
Ariel,7,5,10,9,10,10
Ariela,0,2,0,2,2,2
Ariella,8,4,4,4,0,4
Arielle,0,0,3,4,3,4
Arien,0,0,0,2,0,0
Arif,0,0,0,5,4,0
Arij,0,0,0,0,0,0
Arijan,3,0,0,0,2,2
Arijana,2,2,0,0,2,0
Arijon,2,2,0,0,0,0
Arik,2,0,0,2,0,0
Arild,3,6,3,2,4,5
Arilena,0,0,0,0,0,0
Arin,9,24,18,11,8,10
Arina,10,2,6,7,0,6
Ario,2,4,3,3,4,4
Ariola,0,0,0,0,0,0
Arion,6,6,6,5,7,3
Ariona,0,0,0,2,0,0
Aris,2,4,2,2,6,3
Arisa,2,0,0,3,3,0
Arish,0,0,0,0,0,0
Arisha,2,3,5,2,0,3
Arissa,0,0,0,0,0,0
Arita,2,0,0,0,0,0
Arius,0,0,0,0,0,0
Arivan,0,0,0,0,0,0
Ariya,0,0,0,0,0,3
Ariyam,0,0,0,2,2,0
Ariyan,0,0,2,2,0,3
Ariz,0,0,0,0,2,0
Arizona,0,0,0,0,0,0
Arja,0,0,0,2,2,0
Arjan,3,3,2,2,0,0
Arjana,0,0,0,0,0,0
Arjen,0,0,0,0,0,0
Arjeta,0,0,0,0,0,0
Arjin,0,2,0,2,0,0
Arjon,0,2,0,0,0,0
Arjun,3,2,0,4,0,0
Arkan,2,3,0,3,2,3
Arlind,0,0,2,0,0,0
Arlinda,0,0,4,0,0,0
Arlo,2,0,2,0,2,6
Armaan,0,0,0,2,0,4
Arman,21,13,15,14,19,14
Armand,0,0,4,2,3,2
Armanda,0,0,0,0,0,0
Armandas,2,2,0,2,0,0
Armando,0,3,2,2,0,0
Armani,0,2,2,0,0,0
Armas,0,0,0,0,0,0
Armend,2,0,0,0,0,0
Armida,3,0,0,0,0,0
Armin,18,13,12,28,7,22
Armina,0,0,0,0,2,0
Armira,0,0,0,0,0,0
Armita,2,2,0,2,0,2
Arn,4,0,5,0,5,0
Arna,0,0,0,0,0,0
Arnar,0,0,0,0,0,0
Arnas,2,0,0,0,0,0
Arnav,2,0,0,2,0,0
Arne,5,10,9,9,7,7
Arnel,2,0,2,2,0,0
Arnela,0,0,0,2,0,0
Arnes,0,0,0,0,0,0
Arnika,0,0,2,0,0,0
Arnold,3,2,5,10,22,20
Aro,3,4,0,3,0,2
Aroa,0,0,0,0,0,0
Arohi,0,0,0,0,2,0
Arold,0,2,0,0,0,0
Aron,121,118,133,126,147,161
Aronas,3,0,0,3,4,3
Aronia,0,0,0,0,0,0
Aroosha,0,0,0,0,0,0
Aros,0,4,0,0,0,3
Aroush,0,0,0,0,0,0
Arron,0,0,0,2,0,0
Arsal,0,0,0,0,2,0
Arsala,0,0,0,0,0,0
Arsalan,2,0,0,0,4,4
Arsam,0,2,2,0,2,0
Arsan,0,0,0,0,2,0
Arsema,8,7,11,19,12,24
Arsen,3,0,3,2,3,0
Arsh,0,0,0,2,0,0
Arsha,0,2,2,0,2,0
Arsham,0,0,0,0,0,0
Arshan,0,0,0,0,2,2
Arshia,0,2,0,0,0,0
Arshida,0,0,0,0,0,0
Arshija,0,0,0,0,0,0
Arsiema,0,2,0,0,3,4
Arslan,3,2,3,0,0,3
Art,2,2,4,2,2,0
Arta,2,2,4,0,0,3
Artan,0,0,0,0,0,0
Artemis,6,2,3,4,4,5
Artemiy,0,0,0,0,0,0
Artes,0,0,0,0,0,0
Arthas,0,0,2,0,0,0
Arthur,47,65,56,58,67,102
Arti,0,0,0,2,0,0
Artin,9,11,13,10,11,5
Artina,0,0,0,0,2,0
Artiola,0,0,0,0,0,0
Artion,0,0,0,0,2,0
Artjom,0,0,0,0,0,0
Arton,0,0,0,0,0,0
Arttu,0,0,0,0,0,0
Artur,30,19,9,15,22,30
Arturo,0,2,0,0,0,0
Artyom,0,0,2,0,0,0
Arun,0,0,0,2,0,0
Arush,0,0,0,3,0,0
Arwa,2,3,9,5,8,3
Arvan,0,0,2,0,0,0
Arvand,0,2,0,0,0,0
Arwand,0,0,0,0,0,0
Arve,9,6,7,7,15,4
Arveen,0,0,0,0,0,0
Arven,0,2,0,0,2,0
Arwen,7,7,5,6,7,6
Arvid,540,523,495,445,454,472
Arwid,11,11,11,8,9,9
Arvida,2,0,0,0,0,0
Arvin,26,19,35,39,34,29
Arwin,5,3,2,0,4,2
Arvind,0,0,0,0,0,0
Arya,10,7,16,14,19,27
Aryam,2,7,4,7,8,7
Aryan,11,18,21,14,9,13
Aryana,2,0,4,0,3,0
Aryas,0,0,2,2,0,2
Aryo,0,0,0,0,0,0
Aryos,0,0,0,0,2,0
Arå,0,0,0,0,0,0
Asa,0,0,0,0,0,0
Asaad,0,0,0,0,4,2
Asaal,0,0,0,0,0,0
Asad,0,2,7,3,4,7
Asadullah,0,0,0,0,0,0
Asal,2,4,2,7,5,0
Asdren,0,0,0,0,0,0
Aseel,0,4,3,10,6,12
Asel,0,0,0,6,4,9
Asena,0,0,3,2,0,0
Asenat,0,2,0,0,0,3
Aser,2,2,0,2,0,3
Asger,0,0,0,0,0,0
Asha,5,3,3,0,0,0
Ashab,0,0,0,0,0,0
Ashanti,2,0,2,0,2,0
Ashanty,0,0,0,0,0,0
Ashar,0,0,0,0,2,0
Asher,2,2,2,4,4,0
Ashir,0,0,0,0,0,0
Ashkan,0,0,0,0,2,0
Ashley,0,4,0,0,2,3
Ashna,0,2,0,0,0,0
Asho,0,0,0,2,0,0
Ashor,0,0,0,0,0,0
Ashorina,0,0,0,0,0,0
Ashour,0,2,0,0,0,0
Ashraf,2,2,6,3,2,3
Ashti,0,0,0,0,0,0
Ashur,0,0,2,0,0,0
Ashwin,0,0,0,0,0,0
Asia,6,3,5,11,10,9
Asia Ahmed,0,0,2,0,0,0
Asija,2,0,0,3,0,3
Asil,2,5,4,2,10,5
Asila,2,0,0,0,0,0
Asim,2,0,0,2,0,0
Asima,0,2,0,0,0,0
Asinat,0,0,0,5,0,0
Asiya,7,13,11,13,8,18
Asiyah,4,3,4,5,7,6
Asja,2,0,3,3,4,14
Ask,3,5,2,4,7,3
Aske,4,6,7,4,3,8
Asker,2,3,0,0,2,3
Askil,0,0,0,0,2,0
Aslak,0,0,0,0,0,0
Aslan,7,8,5,7,6,8
Asli,2,2,4,0,2,9
Asma,17,15,16,10,7,12
Asmaa,4,7,3,0,6,6
Asmahan,0,2,0,0,0,2
Asmar,0,0,0,3,0,0
Asmin,5,8,5,7,2,7
Asmina,0,0,3,0,0,0
Asmira,0,0,0,0,2,0
Aso,0,0,0,0,0,0
Aspen,0,0,0,0,0,0
Asra,2,4,8,11,5,7
Asraa,0,0,0,0,0,0
Asrin,0,2,2,0,2,0
Assa,0,0,0,0,0,0
Assad,0,0,0,0,2,5
Assal,3,0,0,2,2,0
Assan,0,0,0,0,0,0
Assar,22,30,29,29,30,33
Asser,0,0,0,0,0,0
Assia,3,5,2,2,0,0
Assil,0,0,0,0,2,4
Assim,0,0,2,0,0,0
Assma,0,0,0,0,0,0
Asta,30,23,23,23,21,36
Aster,2,3,0,2,0,0
Astera,0,2,2,0,0,2
Asterix,0,0,0,0,0,0
Aston,93,97,119,105,111,99
Astor,16,12,13,21,18,12
Astra,0,0,2,0,0,2
Astri,0,0,5,2,4,0
Astrid,454,491,543,571,564,625
Astrit,0,0,2,0,0,0
Astro,0,0,0,0,2,0
Asya,4,4,5,7,3,11
Ata,2,0,0,2,3,2
Atahan,0,0,0,2,0,0
Atakan,0,0,0,3,0,0
Atal,0,3,0,0,0,0
Atalia,0,2,0,0,0,0
Atalya,0,0,0,0,0,0
Ateeb,0,0,0,0,0,0
Atena,3,0,0,0,3,3
Athanasia,0,0,0,0,2,0
Athanasios,0,0,0,3,3,0
Atharv,0,0,2,0,0,2
Athea,0,0,0,0,2,0
Athena,12,12,29,26,16,34
Athéna,0,0,0,2,0,0
Athilo,0,0,0,0,2,0
Athina,0,2,0,2,0,2
Athra,0,0,0,0,0,0
Atiana,0,0,0,0,0,0
Atifa,2,0,0,0,0,0
Atika,0,3,3,0,0,0
Atiksh,0,0,0,0,2,0
Atila,2,2,3,0,0,0
Atilla,5,0,2,2,3,5
Atina,0,0,2,0,8,0
Atlanta,0,0,0,0,0,0
Atlas,10,11,12,11,23,28
Atle,18,9,19,17,17,16
Atli,0,0,0,0,0,0
Atoosa,0,0,0,0,0,0
Atreyo,0,0,0,0,0,0
Atreyu,0,0,0,2,0,0
Atrin,0,0,0,0,0,0
Atrina,0,0,0,0,0,0
Atrisa,0,0,0,0,0,2
Atte,2,0,0,0,0,0
Attila,3,0,3,3,0,4
Audrey,3,3,8,3,4,4
Audrina,0,0,2,0,0,0
Augin,0,0,0,0,0,0
August,261,304,317,377,387,391
Augusta,4,2,6,2,0,4
Augustas,0,0,2,0,2,2
Auguste,0,0,0,2,2,4
Augustin,2,0,0,2,5,2
Augusto,0,0,0,0,0,0
Aulis,0,0,0,0,2,2
Aulon,0,0,0,0,0,2
Aulona,3,0,3,0,0,3
Aura,3,0,0,2,4,2
Aurel,2,0,0,0,0,0
Aurela,3,2,2,0,3,2
Aurelia,8,8,8,8,12,9
Aurelio,0,0,0,2,0,0
Auron,5,2,2,0,3,0
Aurora,58,65,74,81,96,86
Aurore,0,2,0,0,2,0
Aus,0,0,0,3,4,4
Auss,0,0,0,0,0,0
Austeja,0,2,0,0,0,0
Austin,0,3,3,5,4,5
Ava,53,49,57,88,80,78
Awa,7,5,7,6,6,16
Awab,0,2,0,0,0,2
Awad,2,0,0,0,0,0
Avalon,2,0,2,0,0,0
Avan,2,0,6,3,4,0
Avand,0,0,0,0,0,0
Avanti,0,0,0,0,2,0
Avar,2,0,0,0,0,0
Awar,0,0,0,0,0,0
Avdo,0,0,0,0,0,0
Avdyl,0,0,0,0,0,0
Aveer,0,0,0,0,0,0
Avelina,0,0,0,0,0,0
Aveline,0,3,5,4,3,2
Avend,0,0,0,0,0,0
Avery,3,0,2,5,0,2
Avesta,0,4,2,0,4,0
Awesta,0,0,0,0,0,0
Avi,0,0,0,0,0,0
Aviana,0,0,0,0,2,0
Avielle,0,0,0,0,0,0
Awil,0,0,0,0,0,0
Avin,4,5,6,5,2,6
Awin,0,0,0,0,0,0
Avina,3,0,2,3,8,3
Avinn,0,0,2,0,0,0
Avista,0,0,0,0,0,0
Aviv,0,0,0,2,0,0
Aviva,0,0,2,0,4,2
Awo,0,0,0,0,0,0
Avril,0,2,0,0,0,0
Avrin,0,0,0,0,4,0
Aws,2,2,3,4,7,7
Avsin,0,0,0,0,0,0
Avyaan,0,0,0,2,0,0
Axel,572,609,534,507,522,436
Axelia,3,0,0,0,2,2
Axelina,2,0,0,0,2,0
Axia,0,0,0,0,0,0
Axie,0,0,0,0,0,0
Axl,6,4,4,3,2,4
Axlaam,0,0,0,3,0,0
Axmed,0,2,0,0,0,0
Aya,33,40,44,66,46,45
Ayaa,0,0,0,0,0,0
Ayaan,8,12,7,14,7,9
Ayaat,3,2,0,0,0,0
Ayad,0,0,0,0,0,0
Ayah,6,2,6,12,10,15
Ayalguu,0,0,0,0,0,0
Ayan,16,12,18,8,17,27
Ayana,0,2,0,5,11,2
Ayanle,4,0,0,2,0,4
Ayanleh,2,0,0,0,0,0
Ayanna,0,0,0,0,0,0
Ayansh,0,0,0,0,3,0
Ayar,0,0,0,0,0,0
Ayat,7,6,2,6,9,14
Ayaz,9,11,9,11,12,10
Aycha,0,0,0,0,0,0
Ayda,4,2,2,2,6,7
Ayden,3,3,6,4,4,5
Aydin,8,2,2,7,0,3
Aye,0,0,0,0,0,0
Ayeh,0,0,0,0,0,0
Ayelen,0,0,0,0,0,4
Ayelén,0,0,0,0,0,0
Ayesha,3,2,0,10,2,11
Ayham,3,2,5,9,8,7
Ayhan,0,0,0,0,2,2
Ayhem,0,0,0,0,0,0
Ayhm,0,0,0,0,0,0
Ayisha,0,0,0,0,2,0
Ayla,37,48,40,59,48,82
Aylah,0,0,0,0,0,0
Aylan,0,0,4,0,2,3
Ayleen,5,5,0,5,4,0
Aylen,0,0,0,0,0,0
Aylie,0,0,2,0,0,0
Aylin,61,63,64,60,59,81
Aylina,0,0,2,2,2,0
Ayline,3,4,2,4,3,3
Aylinn,0,2,3,0,0,0
Ayman,26,18,26,27,51,35
Aymen,2,0,2,5,3,2
Ayna,0,0,0,2,0,0
Aynaz,0,0,0,0,2,0
Ayni,3,2,3,3,0,0
Aynur,0,0,0,4,0,2
Ayo,0,0,0,0,0,3
Ayob,4,0,0,0,0,0
Ayomide,2,0,0,0,0,0
Ayoub,11,8,9,10,9,8
Ayra,0,0,0,2,0,4
Ayrah,0,0,0,0,2,0
Aysa,2,0,2,0,0,0
Aysan,0,0,0,0,2,0
Aysar,0,0,0,0,3,2
Ayse,2,5,0,4,2,3
Aysegül,0,0,0,2,0,0
Aysel,3,0,2,0,4,0
Aysela,0,0,0,0,0,0
Aysenur,0,0,0,0,0,0
Aysha,6,5,3,10,6,8
Ayshe,0,2,0,0,0,0
Aysima,0,0,0,2,0,0
Aysu,0,0,2,0,0,0
Aysun,0,0,0,0,2,0
Ayten,0,0,0,0,0,6
Ayub,25,19,20,26,23,26
Ayuub,11,3,9,4,7,8
Ayyan,0,0,0,0,0,0
Ayyub,0,0,2,0,2,0
Aza,0,0,0,0,0,0
Azaan,0,3,3,3,0,0
Azad,3,3,6,8,10,7
Azahel,0,0,2,0,2,4
Azalea,0,4,8,7,3,2
Azaleah,0,3,0,2,0,0
Azam,0,0,0,2,0,0
Azan,2,0,0,0,0,2
Azar,0,0,0,0,2,0
Azelia,0,0,0,0,0,0
Azem,0,0,0,0,0,0
Azemine,0,0,0,0,0,0
Azer,0,0,0,0,0,0
Azhar,0,0,0,3,2,0
Azita,0,0,0,0,0,0
Aziz,3,3,5,3,3,2
Aziza,4,0,4,3,0,0
Azka,0,0,0,0,0,2
Azlan,0,3,3,2,2,4
Azmeer,0,0,0,2,0,0
Azmir,0,0,0,0,0,0
Azra,12,13,13,8,14,14
Azton,0,0,0,0,3,0
Azzam,0,0,2,0,0,0
Babacar,0,0,0,0,0,0
Baboucarr,0,0,2,0,0,0
Babylonia,0,0,0,0,0,0
Badar,0,0,0,0,0,0
Bader,0,0,0,0,2,0
Badr,3,0,0,3,2,2
Badria,0,0,2,0,0,0
Bafrin,0,0,2,0,0,0
Bahaa,2,0,0,0,0,0
Bahar,5,0,4,2,7,6
Bahdon,0,0,0,0,0,0
Bahez,0,0,0,0,0,0
Bahir,2,0,0,0,0,0
Bahja,0,0,2,0,0,0
